"DatasetName","MonitoringLocationID","MonitoringLocationName","MonitoringLocationLatitude","MonitoringLocationLongitude","MonitoringLocationHorizontalCoordinateReferenceSystem","MonitoringLocationHorizontalAccuracyMeasure","MonitoringLocationHorizontalAccuracyUnit","MonitoringLocationType","ActivityType","ActivityMediaName","ActivityStartDate","ActivityStartTime","ActivityEndDate","ActivityEndTime","ActivityDepthHeightMeasure","ActivityDepthHeightUnit","SampleCollectionEquipmentName","CharacteristicName","MethodSpeciation","ResultSampleFraction","ResultValue","ResultUnit","ResultValueType","ResultDetectionCondition","ResultDetectionQuantitationLimitMeasure","ResultDetectionQuantitationLimitUnit","ResultDetectionQuantitationLimitType","ResultStatusID","ResultComment","ResultAnalyticalMethodID","ResultAnalyticalMethodContext","ResultAnalyticalMethodName","AnalysisStartDate","AnalysisStartTime","AnalysisStartTimeZone","LaboratoryName","LaboratorySampleID"
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-05,"","","","-0.2","m","Water Bottle","Escherichia coli","","","161","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-04,"","","","-0.2","m","Water Bottle","Escherichia coli","","","548","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-03,"","","","-0.2","m","Water Bottle","Escherichia coli","","","20","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-02,"","","","-0.2","m","Water Bottle","Escherichia coli","","","10","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-07-01,"","","","-0.2","m","Water Bottle","Escherichia coli","","","10","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-30,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-29,"","","","-0.2","m","Water Bottle","Escherichia coli","","","40","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-28,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-27,"","","","-0.2","m","Water Bottle","Escherichia coli","","","31","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-26,"","","","-0.2","m","Water Bottle","Escherichia coli","","","41","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-25,"","","","-0.2","m","Water Bottle","Escherichia coli","","","41","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-24,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-23,"","","","-0.2","m","Water Bottle","Escherichia coli","","","31","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-22,"","","","-0.2","m","Water Bottle","Escherichia coli","","","20","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-21,"","","","-0.2","m","Water Bottle","Escherichia coli","","","10","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-20,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-19,"","","","-0.2","m","Water Bottle","Escherichia coli","","","30","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-18,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-17,"","","","-0.2","m","Water Bottle","Escherichia coli","","","20","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-16,"","","","-0.2","m","Water Bottle","Escherichia coli","","","20","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-15,"","","","-0.2","m","Water Bottle","Escherichia coli","","","10","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-14,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-13,"","","","-0.2","m","Water Bottle","Escherichia coli","","","161","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-12,"","","","-0.2","m","Water Bottle","Escherichia coli","","","10","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-11,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-10,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-09,"","","","-0.2","m","Water Bottle","Escherichia coli","","","10","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-08,"","","","-0.2","m","Water Bottle","Escherichia coli","","","10","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-07,"","","","-0.2","m","Water Bottle","Escherichia coli","","","84","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-06,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-05,"","","","-0.2","m","Water Bottle","Escherichia coli","","","31","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-04,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-03,"","","","-0.2","m","Water Bottle","Escherichia coli","","","10","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-02,"","","","-0.2","m","Water Bottle","Escherichia coli","","","41","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-06-01,"","","","-0.2","m","Water Bottle","Escherichia coli","","","41","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-31,"","","","-0.2","m","Water Bottle","Escherichia coli","","","10","MPN/100mL","Actual","","","","","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-30,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-29,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-28,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-27,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-26,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-25,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-24,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-23,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
"Mount Allison Phyto Lab Data","Station 1","Parlee Beach Provincial Park",46.241132,-64.512422,"UNKWN","","","Ocean","Sample-Routine","Ocean Water",2023-05-22,"","","","-0.2","m","Water Bottle","Escherichia coli","","","","","Actual","Below Detection/Quantification Limit","10","MPN/100mL","Reporting Limit","","New Brunswick Department of Health, ref43","9230D","SM","IDEXX Enterolert Test Kit","","","","RPC Moncton",""
